label	content
延误险	买了保险，延误4小时以上如何理赔？
其他	今天发现提示我的eid失效
证件---修改证件	我需要修改身份验证，怎么办
机票---预订机票	为什么  我同时购买两个人的机票
其他	人工
手机值机---为自己值机索引	怎么选座位
行李限额	可上飞机的行李箱多大
通用---咨询客服电话	人工客服
退票、改签	您好，我需要退下机票
托运流程	如何托运行李
其他	小孩为什么不可先位置
如何添加常用联系人	添加儿童联系人选出生证明，证件号码怎么填？
【隐私规则】查看某航班是否购买成功	我想确认下我的机票有没有购买成功
照片在哪里	飞行模式拍的照片
其他	为啥我的航班动态图只显示到2016年？
打招呼	你好
其他	还未开放值机
航司是否支持手机值机	广州到柬埔寨的航班可以选座吗
行李托运物品要求	你好 请问ipad可以托运吗
取消值机-如何取消值机	取消值机
手机值机---为自己值机索引	如何在线选座
其他	无座位选
其他	人工
行李超重	为什么这躺飞机没有免费的托运
乘机证件相关_成年人	你好！持香港回乡证可以先值机选座号？
行李托运物品要求	托运牛奶
延误险	航空公司取消航班是否应该赔偿
他人值机-部分航司儿童不支持办理	儿童怎么选座
姓名-认证非本人	提示证件已被其他账号认可
带物品登机	能带熟食上飞机吗？
通用---咨询客服电话	人工客服
打招呼	你好
轮椅、病人所需设备	轮椅租赁
他人值机-部分航司儿童不支持办理	儿童选座
其他	能带啥
姓名-认证非本人	我自己更换了手机，之前账号忘记了，用手机号登陆，但显示身份证已被认证
机票---预订机票	我怎么在上面买票
退票、改签	改签成功了没
带物品登机	液体
他人值机-部分航司儿童不支持办理	大人已经完成值机儿童怎么选
其他	pro
通用---咨询客服电话	人工服务
其他	托运
通用---咨询客服电话	转人工
其他	想办法怎样让我取消了
带物品登机	自嗨锅能上飞机吗？
航司是否支持手机值机	东航可以值机吗
其他	为何出票信息和订票信息不一致
如何添加同行人	怎么添加乘客
如何查看行程	麻烦问下，有身份证号码和电话号码可以查询航班信息吗
退票、改签	显示该航班已取消
值机-值机选座失败	为什么小朋友值不了机呀
带物品登机	电动牙刷可以直接带上飞机吗
值机-同行人添加数量限制	我们一起6个人
其他	取消不了
其他	航旅纵横是我一直都使用的出行必备的App很好👍！可是这次改版后字体太小了看不清楚，还找不到改大字的按钮，你们能不能改进一下新版的大字体呢？
其他	人工
如何查看热力图	热力图在哪
无法取消值机	取消不了值机
通用---咨询客服电话	人工客服
如何为他人值机	如何添加好友值机
其他	安检
其他	我已经是最新了
其他	实时飞机轨迹
其他	怎么添加三个以上的乘客
登机、过检时间	值机时间
机票---预订机票	可以订机票吗？
未显示国际行程	为什么我看不到国外的航班信息呢
如何进入飞行模式	你好，请问飞行模式在哪里查看？
值机记录-变更或取消他人的座位	怎么取消帮别人选的位置？
其他	托运行李
同行人舱位等级不同	经济舱不能给公务舱值机？
其他	充电宝
【隐私规则】行程提取时间	8年前的飞行信息能查到吗
行李托运限额	你好请问为什么行李不给免费托运
其他	麻烦审核一下
无法取消值机	要取消值机，账户锁死了
其他	特价机票
接送机---如何申请接送机发票	约车可以开发票吗
歧义-如何获取登机牌	机票报销用如何取
其他	操作不了
座位标志说明	为什么有的作为不等选？是锁的样子？
通用---咨询客服电话	人工客服
其他	我是国行
其他	膏体
取消值机-如何取消值机	我想取消值机
快递	目前已经离开机场，可否快递？
带物品登机	电池容量20000mAh，额定能量74Wh/3.7V，这样的充电宝能带上飞机吗
值机-值机选座失败	飞香港不能值机吗
登机牌---如何打印登机牌？	网上值机哪里打印登机牌
获取延误证明	延误证明
打招呼	您好
通用---咨询客服电话	你们有人工客服电话吗？
【隐私规则】行程提取时间	2011年前的行程能查看吗？
行李携带须知	飞机上不能带什么物品
机票---预订机票	如何购票？
什么是open状态	我的OPEN票的期限到什么时候？哪里可以查询
【隐私规则】行程提取时间	为什么查不到2018年以前的航程记录呢
其他	值机
【提取】出现了非本人购票的航班	你好 请问行程上为什么会出现我没去过的地方？
航班保护中	为什么我无权查看自己的信息 为什么提示我开启了行程保护
行李托运物品要求	打火机能托运吗
其他	值机完成显示未使用
常用联系人的页面在哪里	常用联系人界面在哪
行李托运物品要求	请问，白酒可以不托运了
其他	这个可以带上飞机吗
通用---咨询客服电话	人工服务
询问机翼、靠窗位置	38K是机翼吗？
行李托运物品要求	超过100ml的护肤品可以托运吗
带物品登机	充电宝可以上飞机吗
查询航班行李限额	22号晚上七点左右金鹏航空的Y87542的航班行李限额是多少
行程-索要发票、行程单等	我想索取机票回单位报销，怎么操作？
其他	最多几个人
其他	wallet
机场--如何查看机场雷达、交通、大屏、地图	机场雷达在哪里看
抱怨	没搞懂？啥意思
其他	无身份证
其他	微信
值机-值机选座失败	航空公司客服已经联系过了，因为是在航旅纵横app上值机选座的航空公司那边无法解决只能联系你们的
手机值机---为自己值机索引	值机状态怎么查询
抱怨	答非所问
认证-注销账号	注销账户后多久可以申请账户？
其他	？
带物品登机	能随身携带白酒上飞机吗？
通用---咨询客服电话	人工客服
机票---预订机票	怎么在航旅纵横上订票
登机流程	没过安检就不算办理登机手续吗
【提取】行程缺失-如何手添	没有多段行程
登机流程	第一次坐飞机
退票、改签	已改签，预留座位不变
通用---咨询客服电话	人工客服
其他	工具箱
其他	人工
其他	清凉油
其他	相关信息可以怎么处理呢？
其他	飞行模式
如何预约选座	如何提前选座
打招呼	在吗？
退票、改签	改签
他人值机-部分航司儿童不支持办理	儿童可以值机吗
行程-索要发票、行程单等	我的发票什么时间能开好
其他	身份认证
行程-索要发票、行程单等	行程单
延误险	延误险
取消值机-如何取消值机	取消我的值机
其他	祥鹏航空
其他	选座位
其他	遗留证件
机票---预订机票	请问我的航旅纵横为什么定不了国际机票
手机值机是否还需取票	手机值机后登机牌的打印
如何获取别人的电子登机牌	我的一个同行人已在其他平台值机，如何在航旅纵横上获取他的电子登机牌？
行李托运物品要求	我想问问宠物怎么托运
其他	工具箱在哪里
其他	民航出行
电子登机牌与纸质登机牌	有电子登记牌了 然后想打印纸质的登机牌可以吗
退票、改签	改签
如何预约选座	预约选座
其他	优惠卷
手机值机---为自己值机索引	在哪选座位
机票---预订机票	怎么定往返票
乘机证件相关_成年人	买票用的身份证，登机可以用护照吗？
无法取消值机	无法取消座位
轮椅、病人所需设备	麻烦帮我预定3U8438航班轮椅
如何查看航线图	空中航线图在哪
其他	人工
【其他】怎么获得乘机证明	乘机证明无法获取
其他	托运
打招呼	你好
通用---咨询客服电话	你好，请问有没有客服电话
其他	托运行李
打招呼	你好
其他	你好：北京首都国际机场T3去T3要不要坐摆渡车？
其他	抓紧统一
其他	化妆品
通用---咨询客服电话	人工客服
其他	没有选座这项
